RPC_RATE,KEPT_RATE,NRPC_RATE,MONTH_END_DPD,Total_Score,Risk_Level
16.167125584672714,74.60465597092814,95.31042525875768,200,14,4
71.54058390668715,13.362352635352648,81.73119130632617,200,14,4
11.923068341387765,16.13444139887149,85.02931317016979,200,8,5
36.47441215704102,31.16244606712909,31.99933395040967,100,20,3
2.367381421406234,95.85303981655376,90.75420705473687,100,18,3
6.719720576940514,19.742129965668575,98.54561085288772,200,8,5
60.177514848143666,51.347230425546385,3.5564822055133782,60,34,1
63.854595537884926,29.650655183710473,69.41614807356093,100,20,3
86.39739359030696,75.65319961205013,23.579010795629806,60,36,1
27.371058285496265,21.63137532018761,3.819441996329309,100,22,3
37.72092926430215,54.734052382258824,12.206648546168186,100,26,2
86.36490421749117,75.39856625725773,52.59054629141108,60,34,1
18.053845896422004,50.0087863165689,85.45719888957193,100,16,4
46.28473427210164,4.224472990966044,31.745577257443735,100,20,3
74.28121641183688,79.3464973081085,48.230220405884616,100,28,2
33.771274543893185,5.145876965942808,0.5977659580538197,60,24,3
94.75445715229533,94.21056854022329,60.90368209575866,30,34,1
2.4025812584102635,82.93022940545926,8.010826200764932,60,30,2
88.32858315495666,35.377472846060776,87.84221492987147,60,24,3
19.8172900713937,18.303935017162065,19.92642621402655,100,6,5
90.30834070144562,35.824668911677215,16.44014375873435,60,32,2
44.34802603545101,40.3107185409425,30.81898880191335,100,24,3
32.323658852794324,68.67352426890051,8.52720590206414,45,30,2
18.368726033635774,14.028579137303353,81.85131426883882,200,8,5
19.87975232291732,9.433904972937802,39.59435720587372,100,6,5
89.47913548169068,57.28004613279406,53.64126418379922,30,34,1
48.67630451859334,15.633277750677632,62.08219025212599,100,16,4
68.71503391688455,49.235964852132966,61.43517628300651,100,22,3
67.48250331052522,15.524781642589225,60.34453313893772,30,24,3
18.025311458879568,13.317206943973602,94.56129126136466,200,8,5
83.68794639878159,57.31685062415289,5.586534780671237,30,38,1
94.29228170792851,54.47381983934791,29.222951985582746,30,36,1
62.05197321196167,43.84542840758135,21.806500934160866,30,32,2
19.881385457355062,57.84836789740271,21.719521556630916,200,18,3
44.80545461471988,2.916946700939782,66.5832128933655,200,14,4
54.83207475988697,30.78867105668188,38.577834596592275,45,26,2
94.44034068385614,28.964471108565604,2.3918307576677567,30,34,1
16.733529208015284,13.11228310063578,12.914860197128487,100,18,3
49.37400930881649,56.47508277995043,53.967556992685005,60,28,2
91.25385399935095,87.0924583687714,59.39894424660639,100,24,3
27.285353433814706,92.88979478451984,90.98119564732787,200,18,3
10.071127888963671,12.948529405974163,82.75787350499712,200,8,5
60.372744792148104,9.470644620882018,92.01790750060279,100,16,4
37.62555856047284,49.39867416648745,76.9813953615278,60,22,3
97.30034300207977,79.53215731281773,35.4107364604196,60,36,1
51.426525416390966,48.29793460617107,80.85298042156302,200,16,4
30.890797072568464,41.36305408362547,94.1395768425347,200,14,4
89.36710013096726,62.10177812385393,4.755582519143331,60,36,1
4.694422569121281,16.69005225654814,82.81642556931897,200,8,5
69.44385817424934,93.29940288319797,95.89078662923795,200,22,3
58.29415407949705,34.465413143565314,88.74301359477136,100,16,4
93.28506669596305,6.632253923061693,22.192944152549877,100,24,3
59.13599814825427,27.115527306393673,97.45440456475636,200,8,5
97.06956179246934,76.95431619525772,32.29836958519058,45,36,1
3.5616987366738795,1.3264593341697162,94.4557908578991,200,8,5
93.24889493936705,53.560870739160215,17.095701308548716,60,36,1
6.848223640473261,17.96308431595717,98.42558455457764,200,8,5
17.36572249161874,10.440108631840994,59.46177840343838,100,8,5
70.20610580227655,72.61129799293232,83.66479088333078,100,22,3
98.65824003646908,8.784607727540472,29.58437507935602,100,24,3
72.822030926576,46.942014351228224,3.7809395117492817,45,32,2
89.66018762888457,22.03275915237597,46.333404064136296,200,22,3
59.89133197206279,82.48501809764474,83.94633399858131,200,14,4
92.53031184308949,18.28334258710983,26.20765635537299,45,28,2
79.6513033283622,8.964686583568128,76.70518796907521,200,8,5
19.08192573170454,12.621011828579654,61.46003663618676,200,8,5
76.2093969746201,85.65001151825321,32.93968208141245,30,36,1
11.394694209394263,45.01667160698782,78.80452181955829,45,20,3
5.892700740794632,16.330261808007705,79.82486797399248,200,6,5
19.925370067107295,12.181376143618404,98.31833596718248,100,8,5
50.64351824481329,22.300757836376274,75.65940443300475,30,24,3
18.319990189197167,79.73344938327735,53.492477639852744,45,26,2
96.76987851805725,89.80621104782932,51.38692355063791,45,34,1
59.25133411964559,3.3219841696134678,99.2103755956238,200,6,5
70.42276814774793,47.828739655173806,72.38190313845872,100,22,3
22.862730682256526,98.42910322656893,95.60046505446248,30,26,2
15.35162384044021,17.673340368609438,80.0208947203542,45,14,4
13.17160477831174,78.89959602131638,39.875176967202854,200,14,4
87.51106342069173,24.19288140291178,74.78186978643524,45,26,2
64.83410625914642,14.288353507498142,95.53558003076697,100,16,4
28.94404580568335,5.087274341962688,59.70084434204277,200,8,5
80.84475230714038,56.7976120923632,53.66589995488599,45,32,2
44.42748980544712,28.68212486507453,99.82311244878412,100,16,4
75.38763752480206,78.22274723059888,98.32664749242491,100,24,3
59.369485085973736,18.986647239882338,86.47844503123557,200,6,5
79.07466738552243,29.640650453797925,46.0566178838773,100,14,4
14.676805817927008,16.548876031271654,88.07979587909374,200,8,5
14.90176437760391,82.69373235490835,63.082918066467876,100,20,3
78.4615866334828,88.16904511861824,37.334095912344786,60,34,1
23.090958475107428,70.11967887658378,31.745883941955,60,28,2
65.05622238812977,65.90101545322888,78.14670520040215,100,24,3
74.95672083208521,96.2466193742759,65.19658758859535,200,24,3
33.28149532313247,48.17059976983601,68.18367252285064,60,22,3
80.69065899933567,26.38407368318082,35.029254829340076,60,30,2
17.34419517937131,11.96127546133111,94.7846701542115,200,8,5
31.856091651504194,73.50404919002806,86.27730685685073,100,18,3
16.25505915210499,3.3685952286667153,83.94399348530838,200,8,5
80.45393414164636,92.8625245113198,36.171829244475994,60,36,1
63.30881365827399,29.39057533229541,21.197610294438874,45,28,2
79.13308319683303,9.368020433518288,87.70045159452732,100,8,5
28.506682375188642,73.82831847551881,26.896508672281783,200,22,3
80.83372944942698,1.5520965440209311,8.078409822628597,45,30,2
72.14037074644426,12.111312053501367,23.08168913438444,100,22,3
89.4772391225013,39.88361784914122,28.82618160723547,100,26,2
53.71446138303353,96.28378751104732,79.66355452313472,30,26,2
33.92566101761866,11.169294741391155,79.57110163288816,200,8,5
17.884916696852137,13.164390700986782,84.50380925372957,200,8,5
2.410904328131225,12.431218882983675,86.9481131804692,200,8,5
21.875722666946384,87.55273245459423,40.656402204699916,30,30,2
58.01361130731011,91.4423180120129,24.079366030326042,30,34,1
32.179346768398645,11.98755891897184,39.50844551139505,200,8,5
53.63958014551808,88.98856107117408,67.57833169851517,200,22,3
77.23257677913277,76.29224777991467,23.973521184758805,45,34,1
77.40110670623677,81.3793020192605,44.10897380292735,30,34,1
57.55036987367552,94.80037533540649,38.48551488967652,60,32,2
94.181596977101,59.22027726779324,77.2620571027642,60,30,2
47.47085626200928,60.12635729836181,70.74047922867751,45,26,2
8.50135092442118,80.98221139595525,1.747427011091296,100,26,2
37.73643277690114,47.61297160010957,81.56197294979538,100,16,4
2.0839059234092794,79.93239884867944,37.633192931722924,200,22,3
89.2227878428316,31.898681223367518,2.021025126152376,60,32,2
13.557022771742789,18.889565205575522,59.68135260184325,100,8,5
10.018729925806946,4.645626879466791,97.6167826604985,200,8,5
99.35303397925624,51.14570166053246,0.5455124460022498,30,38,1
50.13535854026509,53.48448476050011,79.84581518717103,200,16,4
22.995171063037688,22.065809856341524,45.84377952540207,200,16,4
17.559789529272017,1.0701369960712581,19.569541612740228,200,6,5
98.98588131984062,39.62163096077893,25.97060833645166,200,24,3
72.17767148898075,26.192587422503454,80.7091231382459,45,22,3
4.050068781500304,30.99221613569789,79.8372626010849,200,8,5
46.9741636500442,37.075357227420014,87.59785069940774,200,14,4
14.937407066395192,14.122391701006853,88.71278636180458,200,8,5
40.25157735508193,87.78696315577693,9.892082968478988,45,34,1
94.92323523147047,12.118373448176612,91.96772931282466,60,22,3
2.9638982452514617,26.461132271314337,37.8787288168292,100,18,3
66.90887203463338,67.74180146630647,4.57358744992794,45,34,1
77.11659427963095,91.38462209982244,9.540550680242765,60,36,1
66.8797088910274,95.38578899709333,48.563858766997846,30,34,1
17.41239406868562,7.7444475281625795,59.15168618048172,100,8,5
14.262534072882127,13.637389631655006,89.27539393605659,100,10,4
20.186746496654372,39.52322742812356,55.31049435314732,200,16,4
33.31492621835339,71.85968394226083,59.14961182469328,45,20,3
28.74864632673586,17.79292544638865,73.04954440224351,30,20,3
9.15957893989222,44.68979544963611,88.60516283754465,45,18,3
59.79713440502069,23.887844561490656,54.26900043041307,200,12,4
39.03407347633496,88.43728039860693,73.68375446034933,200,16,4
99.55315258522975,76.72962377487394,15.465491520087893,30,40,1
0.6341989109990509,19.438304513466665,89.86354431719803,200,8,5
55.188220221122066,33.49575945992538,10.778866062678693,45,28,2
20.72942562731306,89.12059006547068,1.545726653517565,30,34,1
86.75225277913425,37.61607108017133,90.97752774922986,45,24,3
79.41687362459977,24.376606967607817,8.423141727430961,60,22,3
8.110945906934386,8.803159643022218,80.75898128112195,60,14,4
73.74297805940144,59.425642582801345,25.57106183865374,100,28,2
37.66635289293503,95.30322781146086,9.150005594162437,30,34,1
40.45444041979931,19.681454406631826,82.24931289585896,45,18,3
11.274513008598586,71.00884003715379,77.69911668312182,45,22,3
72.88269466286332,19.51925571199752,33.14670025266072,60,26,2
13.287740645435909,10.891045898127915,79.42625058410378,100,8,5
11.414206407428907,18.12490702718691,64.92270108778575,100,12,4
4.916511376173838,54.04173867064389,98.93415812934343,100,16,4
2.829351690762294,10.381782331950806,76.97375180355769,45,16,4
94.95362655449364,99.16791573122441,38.422422511464916,30,38,1
16.370800242079355,6.404501932515638,32.42093441619961,200,14,4
36.01417368643388,26.388094595935918,72.02089050780394,200,14,4
55.379503328595746,98.03440371351584,23.29502984098265,45,32,2
7.806313609933547,10.182967343655436,82.55809470191137,200,8,5
47.02457107220363,46.20794280006791,23.128173643646697,200,22,3
7.094977809089786,10.155230695038242,79.33250790344587,100,8,5
7.04738280949152,14.196972742748148,87.64411624407981,200,8,5
88.75229852913805,72.9634311528708,28.104629681150307,45,34,1
37.96378988033893,99.93867620172108,15.670532930972293,30,34,1
32.401347846142016,26.037467836635553,71.30554307597127,200,14,4
80.80499274290692,67.55037041163479,19.28124526815974,30,28,2
90.76282835062362,67.08447087930396,48.9715540537149,30,34,1
84.34040877732085,31.38041877581227,61.18448377548822,60,26,2
40.69607181744209,95.82967970305255,87.64897224767655,30,28,2
90.24788448537495,54.239372863353374,22.551947505928773,45,34,1
52.533625493719974,88.57572258340845,18.933309743853044,45,34,1
86.22771750585811,43.91229879996219,38.86516179576274,30,34,1
2.7643359492069752,74.98784687741447,30.919248331916037,45,26,2
75.18047674528538,84.8780164987424,80.36964606027405,45,28,2
93.89269917610306,41.979869810000835,69.38821001683678,60,28,2
26.705640837827204,3.287792605746298,92.82957480261751,60,16,4
71.45934046433331,91.58134254230626,31.18611290427109,100,30,2
72.83024181029188,64.85691853014568,6.014761474861919,200,28,2
71.53332287459057,43.19134806987179,5.749438328514655,30,34,1
69.21107108602558,96.21199597643813,15.2120019384128,30,38,1
91.45349302848535,96.59119946537061,86.63171073850005,45,30,2
11.80202917165294,36.322821811656894,88.60350371078478,45,16,4
12.527074069142841,36.73711968780008,19.826456138563987,200,8,5
68.01879406299875,59.020742219452146,86.3039738606095,30,28,2
59.51775094745513,12.595110008875077,81.90398840972205,100,8,5
49.9237991892347,30.148112656618654,60.58503159828518,100,18,3
61.275302445347165,71.70174973876226,0.3371189739811764,60,34,1
3.3973518437430683,70.80050364885528,87.65451898763492,30,22,3
58.413527850701406,63.77424381501818,59.23034342272335,200,16,4
6.089826511470253,58.2469897572079,12.65379281844028,200,22,3
95.74569810746979,11.880692092854805,62.4434314154554,60,24,3
10.891525855623707,7.458775758832448,99.52688853156683,60,14,4
59.634411189949766,0.25285256151484914,97.82009499838871,100,8,5
75.37244088967992,79.22831271749409,26.994249578313877,200,28,2
68.68054398318768,7.18801118866822,5.234506757066615,30,30,2
48.899979789632134,76.77339932868664,98.44784588657438,30,28,2
28.870581146228524,48.16718477319648,79.4672212453717,100,14,4
10.859773500420033,19.74026195187426,59.382072790186726,100,8,5
14.714190322182619,74.44750890298508,25.869366794135175,100,22,3
85.49860112238265,19.496585535301993,91.06921989578667,100,18,3
74.46626631788827,8.661910810874163,52.529296612031274,60,24,3
1.4348668615772109,1.1648710519117977,96.3866101435175,200,8,5
79.91096631966282,30.657400581624962,19.075832725517785,100,8,5
47.46022218511001,76.41000052851471,52.51688854338848,200,24,3
16.27117161091881,27.39504823297676,66.25693996142779,60,18,3
24.424259328766507,30.808227840562452,51.23787598666545,45,22,3
13.891055446727307,80.6710383131517,85.70911216377397,30,24,3
65.3432956884919,84.89400396349745,12.842906179416014,45,36,1
54.920105435794866,75.2116772236232,83.72753617547191,200,20,3
68.59918822966362,69.8504414054405,64.46869155922396,45,28,2
43.497479705703945,29.797242859084584,94.01355314457214,30,22,3
26.742439928457472,49.37143029594526,63.073610330197525,200,16,4
41.645699414232375,99.528782503393,65.04320079406438,200,22,3
82.0586515688348,0.6453583288717257,27.881213197476463,200,22,3
50.118932256947225,21.54376943862719,92.12517449417822,100,16,4
36.52843352223798,58.40066170458904,31.016779840360222,100,24,3
76.59093938105269,83.21853822607501,44.50354338713958,30,34,1
76.50171900074463,54.05184698216499,90.27816659274278,60,26,2
0.7711415486383877,17.697648864925764,87.19382301522904,200,8,5
75.32142605935591,57.203586585711975,56.22210870854711,100,26,2
86.17994664095924,90.50369753119666,82.80789222768132,45,30,2
14.09231534523565,61.407102749320295,41.77290420307094,45,24,3
7.577525729211265,54.95595445981327,62.384743154675846,30,24,3
72.98463543515912,80.57006507448104,34.50067315369243,45,34,1
99.62212874849929,95.28045312464467,96.09416620228968,60,30,2
16.159935243348357,59.73717487131476,97.10573290629206,200,14,4
8.31935795421127,16.817072491240527,94.58453870132017,100,10,4
25.132361391061288,7.2790686192995775,19.72430787870454,200,8,5
99.22973453933487,81.23275023912456,78.02079719287475,30,34,1
24.155560351752115,36.05202280384764,52.84058504119482,200,16,4
19.669719661387507,14.416118378290399,70.10039001618895,200,8,5
92.39997155498375,99.1122470257565,25.25288246137999,30,38,1
10.269316908914316,25.593240609859002,80.70217056672999,45,16,4
13.049195186142326,82.51129375614899,50.83593968587288,30,28,2
20.013037952822344,8.172106867792184,66.17887767112072,100,14,4
69.1670827558603,46.17544610767762,35.83243381667991,45,30,2
49.96208229705014,30.186406660497124,76.82087412808785,200,16,4
85.04485616577357,85.6921811390886,8.072789346356668,60,38,1
26.388876505840486,22.979063584309433,76.05069314066048,60,20,3
51.10097283438121,85.77339265982921,16.709856926424425,45,34,1
83.69199165638652,55.740793283805125,17.573275015212452,30,38,1
59.37502789599911,85.94532855333118,3.648693107084988,45,28,2
96.66809950003378,43.80982331160885,9.747327376272386,45,34,1
49.382382746860586,97.53007046923724,64.5188545351459,100,24,3
99.46305822529976,75.27459298188124,42.57803459034586,30,36,1
90.57328971715685,51.39958097188576,75.72068220242045,60,30,2
8.65861781700562,6.474045064389378,81.58135336802054,30,16,4
49.62447196496848,65.7409066677042,72.68787449494107,45,26,2
75.00428392119392,22.22409072177006,83.08938092402252,100,18,3
95.25316120844806,25.675709714021,16.115238330745097,100,28,2
59.10048249834821,15.795824849244966,87.68798727654203,100,8,5
19.23757726038562,74.16457070849357,63.42656942371955,60,20,3
63.87029893235039,67.99564479148015,48.435327229566774,100,26,2
25.35354120474108,29.419646350268593,78.00610476575082,30,22,3
5.5081169905083165,7.940233682998454,85.4282473233469,200,8,5
12.313671277679727,72.55055924065078,39.33877782690928,100,14,4
5.923686259583993,50.46553868756492,76.65471522406004,60,22,3
15.129140938643149,11.910301824903923,84.66100788997973,200,8,5
78.97487404488878,65.5391331301492,60.26776228672826,60,28,2
84.80278121581671,75.54807112609754,43.119775594599176,45,34,1
20.005394760691775,58.54022712670592,97.76184524117187,100,18,3
74.49362925145128,93.96896016505936,46.02440197940919,30,34,1
98.27296013022685,8.6861537828128,43.11125730373021,30,28,2
31.97118419787117,1.9814369182158398,3.9768439056562355,60,24,3
15.73307919276068,0.8158157819870726,86.37606169620865,200,8,5
40.97364724581693,93.17949332606065,31.482852253641557,60,32,2
34.050430091745866,80.15491069485475,7.960937485211661,30,34,1
54.29161596541928,2.582102246559248,78.41640551439791,100,16,4
82.81072197021801,67.85228823823152,2.278661511706037,60,36,1
11.765237343868662,82.19457124897863,15.818662373448323,100,26,2
23.497572734659677,14.306045157377966,5.160862739307282,30,26,2
36.12523302217456,34.16326971697474,71.75811377493348,30,22,3
29.814592092265567,53.966504976355644,6.491926334060305,100,26,2
70.85011756941695,74.18069861593676,22.497290129508407,200,26,2
63.62240613606321,98.41116371712732,33.48675552393095,45,34,1
31.336990945569497,84.58071521093842,96.32881564399355,30,26,2
60.153064661233515,40.70908201248549,2.12603286395171,200,26,2
99.06826582295814,70.75411481636998,55.821433603763325,30,34,1
58.87914435190896,15.728411458096403,62.48689046480253,100,16,4
93.29120415339833,9.072525372739781,28.71471380804469,30,30,2
66.6066331995066,69.48189318426444,66.74395530476309,200,22,3
28.991046687356015,26.218831712153822,68.74988785006614,200,14,4
16.52962488292995,57.62766402233659,2.222269185075876,100,24,3
39.677373214856836,13.186889659890843,19.40373268735438,100,6,5
13.122592114054843,20.947639360246452,99.15064854066623,60,16,4
14.732406552668486,0.20098637939942599,84.44136394179095,60,14,4
83.41593050983352,87.69610307317922,79.33314501187924,60,28,2
89.53310035509298,75.8189459460623,8.028337491707148,60,38,1
39.98717347296809,1.9435467012524188,84.72960714047665,100,8,5
1.7980632161279875,4.199923078509327,72.40543745722225,60,16,4
92.11860238069343,66.16214766534019,7.50972040897957,45,36,1
16.19467458208955,39.09676125334228,19.954881934824975,200,8,5
69.81238952045844,6.825079189413263,73.62630647644924,100,18,3
2.227026186747716,63.99897079690745,25.112514581591316,30,28,2
92.82481467451593,67.34718995052191,25.960148062897936,45,34,1
34.6930685128329,12.460897161030305,79.55672196991237,200,8,5
15.793845929578755,7.955979767128529,86.73480051123123,200,8,5
44.58031027820034,45.67112349192386,8.488980469180996,45,30,2
18.188603649282985,6.308387690197026,94.82246541712746,200,8,5
73.89944773635555,95.85692559903073,28.46080163858907,30,36,1
67.31450220559648,47.53611088431452,60.411457744825924,200,20,3
51.16953346557436,70.11853779367536,91.99483081727652,45,24,3
20.606220479952974,76.57523174391721,29.099104708564617,45,30,2
79.81761090933797,74.99086068989615,72.63380456574744,30,22,3
58.345481609836646,15.512509902366611,19.396385483619117,45,16,4
62.843218514412534,56.81968415580585,57.42181586251112,200,24,3
96.02405162071622,57.80949085034878,8.38021246351187,30,38,1
17.1945392766792,14.275843565459779,84.06718624972113,200,8,5
75.60151426269424,35.50188673878941,84.59898928259453,30,24,3
55.66711385214159,6.981784607505082,93.26777281938917,100,14,4
60.08033813634479,85.05443752480008,16.426700091710533,60,36,1
93.9172595752839,75.80358534642721,28.489672013614843,60,36,1
43.68135992739718,78.86607932841572,58.62696151987736,45,30,2
51.29425530226916,27.50305286744861,32.73664008680059,60,26,2
37.53324898142741,75.80920014738368,39.146751357883204,45,22,3
79.81660788713393,0.9428994654978595,19.827253380469745,100,6,5
6.2638523276157265,41.04555452745306,50.89272460866924,200,16,4
10.941114490808967,70.06546878596704,63.260280395886326,200,16,4
92.2530951600864,69.90290007382126,22.34757928199552,30,36,1
22.684643625148105,22.21062896076429,62.5914518553494,30,22,3
80.6687333052641,82.84706426683401,28.683005221732483,200,30,2
23.650328855539517,48.69878578546388,64.738826096748,200,16,4
18.999683598373807,4.254745934522585,19.643640287726093,100,8,5
27.01553135521273,79.19341005509779,56.20888584298896,100,24,3
39.46600854450983,0.6576538138076904,15.013787353257424,200,14,4
63.4948989364865,75.94281212682668,6.845751031823255,30,38,1
39.62959290263017,1.1124620602053992,84.69469707685528,200,6,5
3.2022980471231866,10.759128770169301,98.89026248105402,200,8,5
56.73217249197747,90.9625637898386,18.028495286984146,60,34,1
17.158758049652047,41.50295415728663,27.660272743215586,60,24,3
99.46807062659988,90.14883813439006,17.777321905713485,200,32,2
51.410950683271736,76.98561006162387,93.45314882043904,60,26,2
73.03241675778189,26.728598745427757,99.43069770732764,30,24,3
13.81395984024305,14.670621903999137,99.6266789713487,200,8,5
91.6913510783829,52.64477055274084,2.340951760888643,60,36,1
8.769323652277949,58.979148358432475,51.550359030679004,30,26,2
86.35255287528969,82.75682076316313,67.9599083782185,45,32,2
3.6764219863588465,84.337157563051,16.55528155367375,60,30,2
54.292113659874595,44.51115648611788,8.997245961217605,100,26,2
25.167827972072978,94.29777282374285,62.48259580044778,200,20,3
1.2822347756293095,56.998834184951875,81.69214903422532,30,22,3
57.35448232873579,35.36802358542875,43.11867753550908,100,20,3
77.03682913812567,52.73760948303185,11.833769837545738,45,34,1
55.000342839750836,60.77358528605973,5.9024074773949,60,32,2
26.31765658971488,7.863406429041786,39.257252823263,200,8,5
45.29005359464866,17.43842632952398,67.39332931312624,100,16,4
79.35919254244381,94.82733572876309,13.627656321851234,200,22,3
76.48509200363934,75.15156122676379,24.08535942386728,30,36,1
90.05861076667553,39.136607056619376,84.43349670118842,100,20,3
24.96388083803366,16.791710033763284,79.91899326458109,200,8,5
86.74843738043883,59.55894042089789,16.31221497087981,60,36,1
39.56922101829809,33.24721330880094,85.75343831075138,100,10,4
10.921462095113588,18.11012855868671,39.66911252063825,100,8,5
59.02500710340631,27.609149753113105,96.4420047501338,200,8,5
18.044337582537707,9.798085443932303,89.46022059009006,200,8,5
97.14680141693593,41.12015126210774,15.774431177449177,30,36,1
56.58377798733063,25.438096728111702,71.80513667234747,30,24,3
9.59598766407792,3.3432976281581595,89.85864445829327,60,14,4
11.692379611982041,13.073109184653353,79.69433080975956,200,6,5
37.62919027201097,13.571238213651327,64.71563862634552,200,12,4
99.30966411700273,64.58639425794584,22.617963737368996,45,34,1
73.90866493328744,57.59819311375619,36.55253858294852,30,34,1
89.09012159924268,55.656524993623826,18.16975965416606,60,36,1
19.13380904199229,0.7393840150139774,85.61064344128687,100,8,5
46.09515159344113,39.762351072807164,91.78354077898629,100,16,4
0.31394509623076106,13.393256441940181,87.6609340013241,200,8,5
26.062487980829008,60.41437303790313,54.85617257575836,100,22,3
70.41977246531908,30.08359594789113,73.09974131276428,30,26,2
97.73140692789508,76.58434580271125,60.82944370102945,100,28,2
82.3562072028998,77.70685038922225,40.81952884029996,60,34,1
5.465024593196999,26.990490496434926,52.70209329125555,100,16,4
74.69841156946252,14.502525104342867,69.3789440440608,200,16,4
98.80271801435036,73.79114367051329,35.40289188208916,30,36,1
39.94133244384213,5.779683917972878,96.80890438433163,200,6,5
68.35007504682096,50.831176610892335,34.48091340388011,30,34,1
0.647328030442551,7.3526312031019225,88.28852943832918,200,8,5
41.03675402022519,4.694077404821351,69.28647683068448,45,20,3
70.06503423157378,52.054683483802975,72.56552658580986,100,24,3
92.30772606409742,86.74277563913635,42.89533592340289,60,34,1
40.437853089828266,64.80607073173564,41.24927532340145,60,28,2
56.19263465390004,8.268580214434873,20.796124984953302,100,20,3
1.434210640991329,67.22807883274453,20.233601961644588,45,26,2
96.04144601941536,66.97174053146016,23.055635381270523,200,28,2
66.2624087367513,85.88028560254587,24.859758378777,30,36,1
54.59990640624015,70.31949944569872,87.34332154517828,100,20,3
77.7270072255034,20.671408726333283,1.179748145127646,60,30,2
8.102814971020067,17.68751403418446,60.195835580696276,45,16,4
12.836248174128784,32.03437278728691,90.60194492613837,60,16,4
5.268032923024746,46.02756421078333,62.13128253523141,100,16,4
85.90343089257631,81.88085370161448,12.48703911210175,100,34,1
25.58538504495347,87.79241490720936,1.2001327446095056,30,34,1
71.90266789067894,86.21407968395604,42.862493138243565,45,32,2
86.27684371391453,50.20716839640056,66.18982914387715,60,30,2
88.1093632441261,59.582972435321516,20.251786519292803,30,36,1
36.063970158524164,30.885643299064437,92.88850395379913,30,20,3
49.861126092805364,88.59996543930959,14.526498381812914,60,34,1
98.11976306987137,86.46315447103723,11.14214631035374,60,38,1
69.03838624738373,78.12901116903762,20.803724610925556,200,28,2
21.524871858119788,80.54454382080682,21.997534670907026,200,24,3
2.4589083535231926,6.931075969390577,79.96919536144192,200,6,5
18.238056807458747,38.91398791355821,39.62069440658246,60,14,4
99.11539091364034,88.35279424733797,2.969849033505534,45,38,1
3.428203876622282,62.929010862500576,94.39088503065129,200,14,4
38.90585266033864,98.89940036983697,84.62957299996089,45,24,3
79.63773294679928,39.64551430234107,79.80625325207666,200,6,5
14.382819538969283,55.366056577821276,53.87757095417476,200,18,3
61.978598962395935,83.82892942941726,26.040745785331342,45,34,1
16.448875921710236,30.695505329792717,59.495394060764006,200,8,5
87.60696789128659,33.90415751492418,0.9796280794853285,30,34,1
59.51516220111777,30.674934999745574,89.26954042050167,200,8,5
19.396732590843925,12.468397708668322,92.24964707136404,200,6,5
26.93774458707885,87.25822970928209,3.0133972923985897,30,34,1
20.035796549688413,69.80514437642734,74.51046792110849,30,26,2
50.62242885030105,99.29014336567707,63.11293418391452,60,28,2
13.383139663490539,30.888728997738223,59.040446964920356,200,8,5
62.45918039925606,4.271459779885856,32.96326162599381,100,22,3
15.240257345274966,15.102645894448251,81.35283902864978,200,8,5
61.369873666959094,38.10619162930286,84.55178149628104,200,16,4
23.043309617358855,40.16217087860906,74.09193892358886,200,16,4
68.46955398728625,16.70594868674491,99.00631392501124,45,20,3
25.83023557398656,49.846181085884055,63.52653232024777,200,16,4
71.33107113497734,91.87093310782532,25.886277736071506,100,30,2
96.64025843496309,78.87111240095471,69.41100946772018,45,32,2
49.950513561154075,54.379082114204,98.26201694100241,30,26,2
18.186171679242957,13.220383290556814,92.56658066667876,200,8,5
90.98808021419596,47.660289034141215,0.7180483517496228,45,34,1
50.6164830813452,97.32012608626249,12.097230190013263,45,34,1
68.52871999840158,94.87932150905075,77.81495742333544,30,32,2
57.80774300525909,75.91135455001562,19.52910559753126,45,24,3
21.677113812307603,48.167566399552605,72.73335837972485,200,16,4
4.956862218976699,73.35590682925397,27.12813745282413,60,26,2
0.44522397172785944,70.43559607090256,3.355936654161973,45,28,2
67.18957200916411,75.87759789118832,1.7200707085097244,60,36,1
19.25481704951618,73.61582719361378,86.7697774562248,30,20,3
75.72673624588776,48.26194849373405,15.993163038311387,30,34,1
19.338782447792056,19.80110941801777,19.287575953755542,30,12,4
7.479999514993496,50.69051684705337,89.21436445902964,100,16,4
7.221617416140735,5.0472248110341456,77.74823159416206,60,16,4
15.645306720141273,14.621554063984032,96.69619874897893,200,8,5
42.32857270442254,20.43873333739602,87.49836699476877,200,14,4
75.24253859914255,52.645160359725885,30.20639051461399,30,34,1
29.966964130111684,70.85582130936552,36.94462197774716,100,24,3
58.133763950712755,49.180527563657236,48.26010374139761,100,22,3
23.996808135381386,43.647101514497365,54.001045256705524,30,26,2
13.940229712424246,87.55625207266378,67.91129548675718,100,20,3
34.81869155078636,8.182832313614652,39.8309866527137,60,14,4
45.086081217970765,78.51765337403775,15.72283115517391,45,34,1
27.708923968571042,0.38532849092508537,38.894161824193695,200,16,4
92.39359186309177,55.90874516025847,23.287016899644165,45,34,1
69.1509142734833,85.18721939047934,36.34248724499045,30,36,1
18.062374427757355,11.681829551977996,59.02363641001901,200,6,5
38.39862166880148,83.57944869113936,35.391576575735506,60,30,2
4.203470378142304,3.371525855373958,95.484511929672,200,8,5
0.6559771498917621,9.526422409507674,91.5923706218704,45,14,4
13.484813717091571,5.055940447978546,89.72545901220029,200,8,5
